class_id,pt0_x,pt0_y,pt1_x,pt1_y,pt2_x,pt2_y,pt3_x,pt3_y,pt4_x,pt4_y,pt5_x,pt5_y,pt6_x,pt6_y,pt7_x,pt7_y,pt8_x,pt8_y,pt9_x,pt9_y,pt10_x,pt10_y,pt11_x,pt11_y,pt12_x,pt12_y,pt13_x,pt13_y,pt14_x,pt14_y,pt15_x,pt15_y,pt16_x,pt16_y,pt17_x,pt17_y,pt18_x,pt18_y,pt19_x,pt19_y,pt20_x,pt20_y
1,0.0,0.0,0.031339675188064575,-0.0568850040435791,0.07403796911239624,-0.10502403974533081,0.10089793801307678,-0.14382869005203247,0.12263110280036926,-0.1807001531124115,0.04517748951911926,-0.057778894901275635,0.10217112302780151,-0.017941832542419434,0.140681654214859,0.003315865993499756,0.17289042472839355,0.02154076099395752,0.030041366815567017,-0.0007013082504272461,0.10420113801956177,0.03666186332702637,0.1518802046775818,0.0598829984664917,0.1895574927330017,0.07818526029586792,0.024901151657104492,0.046509742736816406,0.094379723072052,0.07644432783126831,0.1381930708885193,0.09677422046661377,0.1724783182144165,0.10944509506225586,0.02817434072494507,0.0830913782119751,0.08270317316055298,0.10598355531692505,0.11625263094902039,0.12000054121017456,0.1442931592464447,0.12789499759674072
1,0.0,0.0,0.03081241250038147,-0.058087706565856934,0.07359975576400757,-0.10674399137496948,0.10076206922531128,-0.14489701390266418,0.12285640835762024,-0.18267834186553955,0.04628381133079529,-0.05486088991165161,0.10479706525802612,-0.016259491443634033,0.14343085885047913,0.005608856678009033,0.1753166913986206,0.024462997913360596,0.03290298581123352,0.002705693244934082,0.10556727647781372,0.03961986303329468,0.15321749448776245,0.06266015768051147,0.1904427707195282,0.0802653431892395,0.02875274419784546,0.04900473356246948,0.09596326947212219,0.0785142183303833,0.14053192734718323,0.09818696975708008,0.17521008849143982,0.11074560880661011,0.032992273569107056,0.08326023817062378,0.08670458197593689,0.10566359758377075,0.11968958377838135,0.11922580003738403,0.1464749574661255,0.1276119351387024
1,0.0,0.0,0.030346035957336426,-0.06069469451904297,0.0724053680896759,-0.10984045267105103,0.0992313027381897,-0.14801913499832153,0.12089499831199646,-0.18561959266662598,0.04614958167076111,-0.055982768535614014,0.10268640518188477,-0.01592773199081421,0.1412399411201477,0.0042231082916259766,0.173262357711792,0.022103965282440186,0.03240227699279785,0.002289712429046631,0.10508477687835693,0.03907960653305054,0.15351340174674988,0.060270845890045166,0.19154271483421326,0.07698345184326172,0.027647465467453003,0.04857379198074341,0.09678521752357483,0.07793492078781128,0.14101764559745789,0.09654921293258667,0.17511534690856934,0.10886162519454956,0.030883044004440308,0.08247965574264526,0.08414635062217712,0.10492593050003052,0.11699014902114868,0.11837071180343628,0.1437334418296814,0.1277247667312622
1,0.0,0.0,0.03144693374633789,-0.05895715951919556,0.07360008358955383,-0.10801279544830322,0.10096251964569092,-0.14621856808662415,0.12323352694511414,-0.1815776824951172,0.047816842794418335,-0.05681276321411133,0.10701444745063782,-0.01684361696243286,0.1461661458015442,0.0048296451568603516,0.17779427766799927,0.02367377281188965,0.03448149561882019,0.0010683536529541016,0.10989364981651306,0.038118600845336914,0.15742522478103638,0.06084173917770386,0.1937803030014038,0.07880902290344238,0.03026515245437622,0.04778337478637695,0.10091835260391235,0.07739430665969849,0.14522701501846313,0.09610122442245483,0.17907044291496277,0.10864132642745972,0.03402411937713623,0.08196401596069336,0.08898258209228516,0.10469883680343628,0.12183654308319092,0.11825007200241089,0.1482086181640625,0.1263434886932373
1,0.0,0.0,0.029892832040786743,-0.0610085129737854,0.07163944840431213,-0.10943031311035156,0.09852403402328491,-0.14722126722335815,0.12039247155189514,-0.18466830253601074,0.044924795627593994,-0.056064486503601074,0.10227760672569275,-0.01634293794631958,0.14160841703414917,0.0036329030990600586,0.1742677390575409,0.021718382835388184,0.03109094500541687,0.0011994242668151855,0.10602325201034546,0.03891223669052124,0.15577006340026855,0.060196876525878906,0.19482630491256714,0.0770689845085144,0.026622682809829712,0.046856701374053955,0.09741228818893433,0.07752305269241333,0.14267796277999878,0.09594899415969849,0.17759832739830017,0.10768282413482666,0.030069947242736816,0.08051508665084839,0.0844343900680542,0.10396432876586914,0.11812245845794678,0.11700177192687988,0.1450425386428833,0.12458395957946777
1,0.0,0.0,0.03112208843231201,-0.0618860125541687,0.07445523142814636,-0.11048251390457153,0.10316318273544312,-0.1469506025314331,0.1267622709274292,-0.18296045064926147,0.046871185302734375,-0.056728482246398926,0.10761100053787231,-0.01648050546646118,0.14757275581359863,0.005989134311676025,0.1795521378517151,0.025272250175476074,0.03440004587173462,0.001465141773223877,0.1106056272983551,0.03893536329269409,0.159096360206604,0.06236225366592407,0.19574719667434692,0.08014458417892456,0.031086325645446777,0.04804587364196777,0.10162368416786194,0.07743024826049805,0.14629673957824707,0.09608536958694458,0.18031910061836243,0.10802477598190308,0.03579986095428467,0.08262228965759277,0.09126108884811401,0.10498160123825073,0.12489426136016846,0.11800134181976318,0.15163826942443848,0.12557703256607056
1,0.0,0.0,0.03143507242202759,-0.05970484018325806,0.07399645447731018,-0.10469871759414673,0.10248473286628723,-0.14087119698524475,0.12523746490478516,-0.17675569653511047,0.04658627510070801,-0.055867791175842285,0.10555589199066162,-0.01351940631866455,0.14459985494613647,0.007981538772583008,0.17595678567886353,0.025605618953704834,0.0326901376247406,0.002468883991241455,0.10975149273872375,0.04105430841445923,0.15733793377876282,0.0634530782699585,0.19289273023605347,0.08080005645751953,0.028467178344726562,0.04961264133453369,0.10015112161636353,0.07896476984024048,0.1448209285736084,0.0961308479309082,0.1784237027168274,0.10725289583206177,0.03230994939804077,0.08431881666183472,0.08844971656799316,0.10622602701187134,0.12225258350372314,0.11791938543319702,0.14890947937965393,0.12425082921981812
1,0.0,0.0,0.03222993016242981,-0.06194823980331421,0.07817381620407104,-0.10515367984771729,0.11038529872894287,-0.13915324211120605,0.1326800286769867,-0.17446258664131165,0.055242300033569336,-0.04571253061294556,0.1183684766292572,0.000544428825378418,0.1584424376487732,0.022937297821044922,0.18968722224235535,0.03982287645339966,0.04212269186973572,0.011428534984588623,0.12144383788108826,0.05338197946548462,0.16977304220199585,0.07485175132751465,0.20548084378242493,0.0918695330619812,0.03935366868972778,0.055723369121551514,0.1145368218421936,0.08935952186584473,0.1591259241104126,0.10866200923919678,0.19307956099510193,0.12277168035507202,0.04491543769836426,0.0862196683883667,0.10112839937210083,0.11253464221954346,0.13390174508094788,0.12779545783996582,0.16043159365653992,0.1374388337135315
1,0.0,0.0,0.036975592374801636,-0.06428545713424683,0.0829058289527893,-0.1029057502746582,0.11556115746498108,-0.13173925876617432,0.13664859533309937,-0.16358941793441772,0.05866774916648865,-0.040113210678100586,0.12017396092414856,0.00950157642364502,0.16068553924560547,0.035885512828826904,0.19257283210754395,0.054980576038360596,0.04472053050994873,0.014631211757659912,0.12311661243438721,0.061933279037475586,0.17364659905433655,0.0868988037109375,0.21165943145751953,0.10624533891677856,0.04136532545089722,0.05860096216201782,0.11670202016830444,0.09671831130981445,0.16367191076278687,0.11725950241088867,0.20015519857406616,0.13296079635620117,0.04679369926452637,0.08905833959579468,0.10441035032272339,0.11691147089004517,0.1375168263912201,0.13211584091186523,0.1650061011314392,0.1425764560699463
1,0.0,0.0,0.03406631946563721,-0.061158955097198486,0.07854735851287842,-0.10020440816879272,0.10971564054489136,-0.12902909517288208,0.12933209538459778,-0.1612374186515808,0.05758890509605408,-0.03599667549133301,0.1180720329284668,0.010968267917633057,0.15848657488822937,0.035423099994659424,0.19127872586250305,0.05381762981414795,0.04458415508270264,0.01815086603164673,0.12157371640205383,0.06276059150695801,0.171748548746109,0.08671677112579346,0.2102198302745819,0.10526442527770996,0.041227251291275024,0.060588538646698,0.11501958966255188,0.09866929054260254,0.16182395815849304,0.11872315406799316,0.19808998703956604,0.13250476121902466,0.045614033937454224,0.0902898907661438,0.10209605097770691,0.11924350261688232,0.13523980975151062,0.13411003351211548,0.16313844919204712,0.142896831035614
1,0.0,0.0,0.027273952960968018,-0.06149113178253174,0.06429019570350647,-0.10395801067352295,0.0903182327747345,-0.1340128779411316,0.11216601729393005,-0.16123050451278687,0.037744730710983276,-0.04285401105880737,0.09406426548957825,0.0076296329498291016,0.13404521346092224,0.030302226543426514,0.16630658507347107,0.04861539602279663,0.024416476488113403,0.012865960597991943,0.09820470213890076,0.06251496076583862,0.14679652452468872,0.08418929576873779,0.1825006604194641,0.10205602645874023,0.022649556398391724,0.053752899169921875,0.09283226728439331,0.0951850414276123,0.1378975808620453,0.11422443389892578,0.17186802625656128,0.12764239311218262,0.03007417917251587,0.08048564195632935,0.0827552080154419,0.11116212606430054,0.11600562930107117,0.12474650144577026,0.14272472262382507,0.1311703324317932
1,0.0,0.0,0.029943376779556274,-0.06376808881759644,0.0642964243888855,-0.10326564311981201,0.08840122818946838,-0.13094276189804077,0.10977157950401306,-0.15305179357528687,0.0362410843372345,-0.04012507200241089,0.08696672320365906,0.016792654991149902,0.12500402331352234,0.04237973690032959,0.15637895464897156,0.06131380796432495,0.021723240613937378,0.015261709690093994,0.08924511075019836,0.07150137424468994,0.13572484254837036,0.09486216306686401,0.17095452547073364,0.11251181364059448,0.020004302263259888,0.05760067701339722,0.08526843786239624,0.10359615087509155,0.12850746512413025,0.12509280443191528,0.16273072361946106,0.14060217142105103,0.028541386127471924,0.08647191524505615,0.07769706845283508,0.12024110555648804,0.11010876297950745,0.1371052861213684,0.1380450427532196,0.1463140845298767
1,0.0,0.0,0.032724425196647644,-0.06334912776947021,0.07165159285068512,-0.10040485858917236,0.09945182502269745,-0.12287068367004395,0.11650313436985016,-0.15097177028656006,0.03950898349285126,-0.025923967361450195,0.08725599944591522,0.02919977903366089,0.12381355464458466,0.05732804536819458,0.1538608819246292,0.0782662034034729,0.026534035801887512,0.029412567615509033,0.0922253280878067,0.08633095026016235,0.138349249958992,0.11096805334091187,0.1727241426706314,0.12824034690856934,0.02541433274745941,0.0710863471031189,0.08961854875087738,0.1179734468460083,0.13364745676517487,0.13855469226837158,0.16818057000637054,0.151905357837677,0.03404645621776581,0.09942829608917236,0.08042033016681671,0.1329854130744934,0.11385796964168549,0.14905822277069092,0.1423899084329605,0.1588883399963379
1,0.0,0.0,0.038340747356414795,-0.05831611156463623,0.08094066381454468,-0.11638283729553223,0.10184428095817566,-0.17552787065505981,0.11679315567016602,-0.2413095235824585,0.04947882890701294,-0.06430399417877197,0.0978023111820221,0.001565396785736084,0.14243707060813904,0.05093806982040405,0.18323814868927002,0.09633636474609375,0.02119949460029602,0.0007762908935546875,0.10182318091392517,0.0874432921409607,0.15953373908996582,0.14099276065826416,0.20764562487602234,0.1831355094909668,0.007159978151321411,0.05830872058868408,0.08845379948616028,0.12990838289260864,0.14726021885871887,0.17649859189987183,0.19230929017066956,0.21224993467330933,0.0017718076705932617,0.10219848155975342,0.06366139650344849,0.15916848182678223,0.105672687292099,0.1929532289505005,0.13943591713905334,0.2205604910850525
1,0.0,0.0,0.03860718011856079,-0.06493288278579712,0.08371049165725708,-0.1223611831665039,0.10566446185112,-0.18043124675750732,0.12489476799964905,-0.24139252305030823,0.053180158138275146,-0.04979145526885986,0.11999794840812683,0.0047432780265808105,0.1670096516609192,0.04339176416397095,0.2076907753944397,0.07903385162353516,0.030505836009979248,0.02042996883392334,0.12029561400413513,0.08273500204086304,0.18299072980880737,0.1256181001663208,0.23340916633605957,0.1603071689605713,0.020548105239868164,0.07383334636688232,0.10600879788398743,0.12898766994476318,0.16598856449127197,0.17085528373718262,0.2100411057472229,0.20283633470535278,0.02153688669204712,0.10826247930526733,0.08837714791297913,0.15520405769348145,0.13178792595863342,0.1860041618347168,0.16604486107826233,0.2108616828918457
1,0.0,0.0,0.03381752967834473,-0.08096122741699219,0.0816434919834137,-0.13957303762435913,0.11204755306243896,-0.1866573691368103,0.13977986574172974,-0.2376754879951477,0.052622437477111816,-0.062271833419799805,0.12834951281547546,-0.002964615821838379,0.1812402904033661,0.029287338256835938,0.22658678889274597,0.05860865116119385,0.03454780578613281,0.017529726028442383,0.13436093926429749,0.07486879825592041,0.20190206170082092,0.10847753286361694,0.2551790773868561,0.13654297590255737,0.02921268343925476,0.07428610324859619,0.12251019477844238,0.12347793579101562,0.18456938862800598,0.15511947870254517,0.23229876160621643,0.17864054441452026,0.03434702754020691,0.10948556661605835,0.10355719923973083,0.15012043714523315,0.1477389633655548,0.17458385229110718,0.18409156799316406,0.1920757293701172
1,0.0,0.0,0.036476582288742065,-0.07983773946762085,0.08629751205444336,-0.13753175735473633,0.11759623885154724,-0.18508082628250122,0.14166733622550964,-0.2371869683265686,0.05499944090843201,-0.062200725078582764,0.1316397786140442,-0.0035422444343566895,0.18603768944740295,0.02794492244720459,0.23175811767578125,0.056357383728027344,0.03568774461746216,0.01730448007583618,0.13751769065856934,0.07655596733093262,0.20579171180725098,0.10810226202011108,0.25945013761520386,0.13472437858581543,0.03035902976989746,0.07442766427993774,0.1289748251438141,0.12564855813980103,0.19275856018066406,0.15475773811340332,0.2410571575164795,0.17567116022109985,0.03631529211997986,0.10875463485717773,0.10970956087112427,0.151597797870636,0.15465739369392395,0.1758967638015747,0.19142436981201172,0.19331634044647217
1,0.0,0.0,0.0397132933139801,-0.08679455518722534,0.09078437089920044,-0.14684760570526123,0.12587273120880127,-0.19412583112716675,0.1505492925643921,-0.241815447807312,0.06338337063789368,-0.06474465131759644,0.14266034960746765,-0.001997053623199463,0.19837027788162231,0.0319516658782959,0.24404066801071167,0.060973942279815674,0.04602828621864319,0.01502317190170288,0.14924120903015137,0.07575881481170654,0.2192874550819397,0.10836207866668701,0.2728607654571533,0.13529151678085327,0.04188954830169678,0.07440465688705444,0.1383189558982849,0.12433749437332153,0.20311212539672852,0.15156883001327515,0.25264060497283936,0.1709526777267456,0.04832157492637634,0.11285167932510376,0.11915647983551025,0.15248996019363403,0.16306132078170776,0.17401176691055298,0.19992777705192566,0.18806207180023193
1,0.0,0.0,0.0360332727432251,-0.08279883861541748,0.08698311448097229,-0.1421402096748352,0.12015163898468018,-0.18644970655441284,0.14649423956871033,-0.23334595561027527,0.06322917342185974,-0.0629681944847107,0.1419486701488495,-0.0009480714797973633,0.19766747951507568,0.031229138374328613,0.24341297149658203,0.060104966163635254,0.04542320966720581,0.01687157154083252,0.14807984232902527,0.07655090093612671,0.21710538864135742,0.10809433460235596,0.2710786461830139,0.13371503353118896,0.03944200277328491,0.07495313882827759,0.13843771815299988,0.1263992190361023,0.2035016417503357,0.15529245138168335,0.2527652978897095,0.1762654185295105,0.0428275465965271,0.11089920997619629,0.115750253200531,0.15265756845474243,0.16139641404151917,0.17700165510177612,0.19906824827194214,0.1953386664390564
1,0.0,0.0,0.03654018044471741,-0.08426576852798462,0.08798602223396301,-0.14426648616790771,0.12283021211624146,-0.19035953283309937,0.1507018506526947,-0.23837631940841675,0.06441226601600647,-0.06352907419204712,0.14572769403457642,-0.002538323402404785,0.20188051462173462,0.030185580253601074,0.24803456664085388,0.060305118560791016,0.04860621690750122,0.01814490556716919,0.15322530269622803,0.07391995191574097,0.2234102189540863,0.10468381643295288,0.27755168080329895,0.13162869215011597,0.04451841115951538,0.0776335597038269,0.14234790205955505,0.1234121322631836,0.20805630087852478,0.15100044012069702,0.25851956009864807,0.17275351285934448,0.05047759413719177,0.1149827241897583,0.12259328365325928,0.15101265907287598,0.1669957935810089,0.17208021879196167,0.20400115847587585,0.18894797563552856
1,0.0,0.0,0.038694679737091064,-0.08456790447235107,0.09034660458564758,-0.145790696144104,0.12539103627204895,-0.1938091516494751,0.15252763032913208,-0.24049359560012817,0.07149380445480347,-0.06376457214355469,0.15484437346458435,-0.0031430721282958984,0.21111813187599182,0.02862703800201416,0.25692757964134216,0.05757623910903931,0.05656889081001282,0.018035948276519775,0.16282084584236145,0.07264918088912964,0.23348423838615417,0.10112935304641724,0.2887783944606781,0.12574273347854614,0.05226573348045349,0.07771247625350952,0.15275588631629944,0.12097948789596558,0.21905580163002014,0.14642053842544556,0.2702806890010834,0.16748082637786865,0.05743244290351868,0.11496073007583618,0.1298486888408661,0.14917415380477905,0.17456302046775818,0.170498788356781,0.21163764595985413,0.18854564428329468
1,0.0,0.0,0.04223230481147766,-0.08495557308197021,0.09747150540351868,-0.14397752285003662,0.1362404227256775,-0.19225859642028809,0.15883004665374756,-0.24328938126564026,0.08386465907096863,-0.056938767433166504,0.17314258217811584,0.0028061866760253906,0.23160085082054138,0.03191530704498291,0.279284805059433,0.056346237659454346,0.06892654299736023,0.019955873489379883,0.17971619963645935,0.07290750741958618,0.25199684500694275,0.10031384229660034,0.30832919478416443,0.12345486879348755,0.06357523798942566,0.07866942882537842,0.16878458857536316,0.12131088972091675,0.23548170924186707,0.14519238471984863,0.2875961363315582,0.1632136106491089,0.06769320368766785,0.11869186162948608,0.14543741941452026,0.1499510407447815,0.1925692856311798,0.16846507787704468,0.23242607712745667,0.1830458641052246
1,0.0,0.0,0.03470918536186218,-0.07246100902557373,0.07852840423583984,-0.12779653072357178,0.10215938091278076,-0.18204385042190552,0.12424182891845703,-0.2356904149055481,0.041853249073028564,-0.05599480867385864,0.10450893640518188,-0.0023064017295837402,0.1499672830104828,0.026903092861175537,0.18968448042869568,0.05313313007354736,0.022169023752212524,0.015677988529205322,0.10659798979759216,0.0712575912475586,0.16665545105934143,0.10524410009384155,0.21580633521080017,0.13247746229171753,0.015512198209762573,0.06689894199371338,0.09503278136253357,0.11515456438064575,0.15031924843788147,0.1478043794631958,0.194528728723526,0.16972774267196655,0.019765704870224,0.09738188982009888,0.07770204544067383,0.1400003433227539,0.11732441186904907,0.16636556386947632,0.15096789598464966,0.18410801887512207
1,0.0,0.0,0.03418731689453125,-0.07274842262268066,0.07625341415405273,-0.1299547553062439,0.09994417428970337,-0.18490546941757202,0.12395894527435303,-0.23629963397979736,0.039728373289108276,-0.05975419282913208,0.10428851842880249,-0.004171431064605713,0.15214455127716064,0.02614504098892212,0.19289162755012512,0.05269390344619751,0.01853388547897339,0.013864398002624512,0.10269096493721008,0.06677490472793579,0.16474628448486328,0.09999710321426392,0.21550652384757996,0.12674421072006226,0.011131137609481812,0.06677061319351196,0.09044897556304932,0.11325782537460327,0.14840388298034668,0.14560210704803467,0.19448968768119812,0.16745656728744507,0.015619158744812012,0.09845840930938721,0.07403698563575745,0.13838672637939453,0.1151425838470459,0.1631895899772644,0.15009048581123352,0.18071603775024414
